Time,Share
1385337589,0.5027027027027027
1385423926,0.4576502732240437
1385510218,0.47215777262180975
1385596311,0.3667905824039653
1385682872,0.18912529550827423
1385769582,0.18903150525087514
1385855897,0.20716685330347145
1385933243,0.14133333333333334
1386016051,0.19839142091152814
1386114864,0.294811320754717
1386194944,0.24142011834319527
1386287367,0.25667090216010163
1386374243,0.1423570595099183
1386460664,0.2976190476190476
1386546433,0.2712895377128954
1386632657,0.21058688147295743
1386719350,0.24351747463359638
1386804881,0.2568370986920333
1386889969,0.16454081632653061
1386974295,0.24641460234680573
1387064683,0.1931119311193112
1387151993,0.19858989424206816
1387238260,0.1502659574468085
1387324386,0.13459119496855346
1387411093,0.16567342073897498
1387497389,0.1601513240857503
1387583771,0.1480552070263488
1387664919,0.1349009900990099
1387756553,0.1018867924528302
1387843175,0.13404507710557534
1387926172,0.1595744680851064
1388015480,0.3183856502242152
1388090370,0.15049751243781095
1388187519,0.11858190709046455
1388273190,0.14186046511627906
1388336897,0.14348302300109528
1388445172,0.14342105263157895
1388534189,0.18472906403940886
1388619127,0.11553273427471117
1388706102,0.16666666666666666
1388793427,0.22115384615384615
1388878915,0.1573301549463647
1388965350,0.23665893271461716
1389052251,0.22360953461975028
1389138122,0.21245828698553948
1389224463,0.16608187134502925
1389311760,0.20281359906213364
1389397249,0.17616580310880828
1389483650,0.13121546961325967
1389567888,0.1272923408845739
1389657254,0.16589327146171692
1389742820,0.18325242718446602
1389830294,0.21419975932611313
1389916772,0.17550058892815076
1390002839,0.22077922077922077
1390089411,0.1890909090909091
1390174068,0.17263427109974425
1390261809,0.15944055944055943
1390348079,0.13965744400527008
1390434238,0.1204250295159386
1390521341,0.13805970149253732
1390607635,0.154292343387471
1390692537,0.21744471744471744
1390776122,0.15364916773367476
1390866804,0.2595520421607378
1390952904,0.18848758465011287
1391038683,0.16645962732919253
1391126144,0.2126865671641791
1391210951,0.24047619047619048
1391299098,0.21176470588235294
1391385386,0.1664392905866303
1391471943,0.1485557083906465
1391557267,0.09961685823754789
1391644593,0.1320754716981132
1391730937,0.17963386727688788
1391817380,0.20851528384279475
1391903767,0.17673888255416192
1391990358,0.2575107296137339
1392075939,0.13908045977011493
1392162977,0.1643835616438356
1392249304,0.22755227552275523
1392335660,0.16178343949044585
1392422009,0.2484076433121019
1392508667,0.30687830687830686
1392593433,0.24968152866242038
1392681092,0.20512820512820512
1392767665,0.23756218905472637
1392853746,0.18518518518518517
1392940761,0.17279411764705882
1393025384,0.15903614457831325
1393112693,0.176
1393199487,0.18261964735516373
1393286385,0.18
1393372466,0.11053984575835475
1393458128,0.12300123001230012
1393545510,0.26650062266500624
1393630747,0.3518987341772152
1393718014,0.29572446555819476
1393804781,0.25766871165644173
1393890883,0.118562874251497
1393977496,0.21473158551810237
1394063491,0.23921568627450981
1394150064,0.25061425061425063
1394236622,0.3110285006195787
1394322854,0.3933333333333333
1394409572,0.3248554913294798
1394495301,0.24695863746958638
1394581998,0.2650306748466258
1394668463,0.23137254901960785
1394755099,0.24069148936170212
1394841169,0.24581724581724582
1394927976,0.27744270205066346
1395013688,0.305019305019305
1395100489,0.24561403508771928
1395186939,0.24484536082474226
1395272441,0.2542372881355932
1395359673,0.24868421052631579
1395446171,0.274234693877551
1395531995,0.3353884093711467
1395619042,0.26193390452876375
1395705109,0.225130890052356
1395790668,0.23012048192771084
1395877676,0.19397590361445782
1395962973,0.18932655654383734
1396050758,0.1897810218978102
1396137530,0.22371967654986524
1396223983,0.20812807881773399
1396307782,0.2696929238985314
1396396719,0.19028871391076116
1396482975,0.18289473684210528
1396569541,0.196
1396654365,0.2337992376111817
1396742291,0.23989569752281617
1396828743,0.21815889029003782
1396914731,0.23104265402843602
1397000986,0.21015514809590974
1397087854,0.23164556962025318
1397174381,0.21438263229308005
1397260083,0.22664835164835165
1397343948,0.22875
1397433519,0.21744471744471744
1397519299,0.21601941747572814
1397606272,0.18742442563482467
1397692051,0.16040100250626566
1397778378,0.19812583668005354
1397865516,0.2729591836734694
1397951127,0.22673656618610746
1398037899,0.2662162162162162
1398124518,0.19696969696969696
1398210322,0.1585956416464891
1398297341,0.22388059701492538
1398382801,0.15726290516206481
1398468239,0.1559278350515464
1398556494,0.20178799489144317
1398642301,0.2034805890227577
1398729504,0.24691358024691357
1398814483,0.14628297362110312
1398902181,0.12373737373737374
1398987666,0.11952662721893491
1399074382,0.09806451612903226
1399160696,0.11447811447811448
1399247468,0.1409921671018277
1399334280,0.18169209431345354
1399418257,0.1673052362707535
1399506912,0.20138089758342922
1399593142,0.20085470085470086
1399679957,0.18660287081339713
1399766002,0.24734982332155478
1399850371,0.2110344827586207
1399938817,0.2096969696969697
1400025388,0.1875746714456392
1400111617,0.17192982456140352
1400197752,0.16334661354581673
1400284272,0.1725
1400369889,0.15555555555555556
1400456795,0.16058394160583941
1400542144,0.16643741403026135
1400629360,0.1942257217847769
1400714599,0.17581047381546136
1400803107,0.11842105263157894
1400889348,0.12993630573248408
1400975832,0.16129032258064516
1401061564,0.13161465400271372
1401148556,0.11576354679802955
1401234492,0.11678832116788321
1401321532,0.09324324324324325
1401407672,0.10821382007822686
1401490357,0.10600255427841634
1401579870,0.11505507955936352
1401667040,0.12322274881516587
1401753566,0.1222366710013004
1401838487,0.1181592039800995
1401926166,0.11877394636015326
1402011918,0.1474056603773585
1402097639,0.12955974842767295
1402185539,0.11381074168797954
1402271885,0.16417910447761194
1402357823,0.135678391959799
1402444486,0.12227602905569007
1402530713,0.14268292682926828
1402616846,0.11042944785276074
1402703863,0.14172185430463577
1402789574,0.13624678663239073
1402876714,0.1387434554973822
1402963162,0.12379642365887207
1403049206,0.1323185011709602
1403134962,0.1357308584686775
1403222321,0.12647554806070826
1403307376,0.13529411764705881
1403394162,0.1360381861575179
1403474579,0.14054054054054055
1403567744,0.0975
1403653279,0.11231884057971014
1403740780,0.09987515605493133
1403823514,0.09915356711003627
