Time,ActiveStake
1483253733,0.021169815605150216
1483315327,0.020586673772954926
1483401621,0.020953980611724727
1483488246,0.02289956841225627
1483575243,0.02126106481034483
1483660979,0.022359778041704446
1483747204,0.022258876516245488
1483834286,0.023600799215311007
1483920070,0.023399274364326376
1484006666,0.024442849534192273
1484093814,0.02417925017647059
1484179345,0.02268890080956762
1484266181,0.02598823517386723
1484352018,0.02456457687250996
1484439339,0.024589067976071785
1484525859,0.024987674954407298
1484611327,0.024687522702702705
1484697835,0.021672087152899824
1484784051,0.021864215585106386
1484870449,0.02364605482262704
1484957139,0.023944500174757282
1485043305,0.023828826260869566
1485129857,0.0232230086440678
1485216184,0.022835958500000003
1485302927,0.02331080829867675
1485388909,0.023623405344827587
1485475270,0.02364605482262704
1485562004,0.023027857310924372
1485648020,0.023488414457142857
1485734413,0.022835958500000003
1485820846,0.024442849534192273
1485907329,0.02238006822141561
1485993764,0.023070940299345186
1486080127,0.023027857310924372
1486166584,0.023668747773512477
1486252983,0.023737088719923003
1486339425,0.023288796203966008
1486426103,0.02289956841225627
1486512088,0.023782869026036647
1486598786,0.023288796203966008
1486684877,0.023070940299345186
1486771279,0.021710242235915493
1486857645,0.020100110171149144
1486944149,0.021961562938557437
1487030710,0.024836692024169185
1487117401,0.024962383785425105
1487203248,0.02529521556923077
1487290773,0.025583853921161828
1487376292,0.025960879136842106
1487462502,0.026265000191693293
1487548801,0.024737046318956873
1487635537,0.024014445160662125
1487721702,0.02563704280665281
1487809274,0.02574408682672234
1487895173,0.026519177612903226
1487981118,0.024370390494071147
1488067284,0.021634065947368424
1488153890,0.022138990287253142
1488240000,0.021748531904761906
1488326638,0.02093619285229202
1488412821,0.022857122502316963
1488499356,0.025321186016427105
1488585933,0.029117869161747346
1488672033,0.029186787195266274
1488758778,0.02871110032596042
1488844822,0.02841340458525346
1488931416,0.028578024542294325
1489017688,0.029152287446808513
1489104019,0.02898100491186839
1489190767,0.029536329556886228
1489277175,0.026209176599362383
1489363211,0.026807429543478263
1489449650,0.027587063959731546
1489536057,0.027962398163265307
1489622870,0.026433906945337624
1489708811,0.02629300125799574
1489795305,0.026983408293216632
1489881669,0.028946989647887326
1489968643,0.027433632013348166
1490054506,0.02710201668131868
1490140841,0.029049275830388695
1490227693,0.02799413754824064
1490313765,0.02755624042458101
1490400064,0.029186787195266274
1490486552,0.023377094957345974
1490573413,0.02331080829867675
1490660873,0.01721063166782973
1490765031,0.015452904248120302
1490832286,0.021903050781527534
1490918527,0.022878325769944342
1491004802,0.02593358063091483
1491091742,0.02300637610074627
1491177901,0.022730723668202765
1491264108,0.02488681652875883
1491350600,0.024274444074803152
1491437727,0.02609823828571429
1491523218,0.03015016525672372
1491609892,0.029714259253012052
1491696475,0.03292768381842457
1491782692,0.032071307126137844
1491868860,0.03360059288828338
1491955531,0.03194667769430052
1492042321,0.036429594062038405
1492128208,0.03927203054140128
1492215125,0.039334665358851675
1492320550,0.04404077710714286
1492387582,0.04049726630541872
1492473616,0.03681020176119403
1492560298,0.03439725966527197
1492648254,0.06541866095490717
1492732938,0.042303319348198976
1492846075,0.02215888156334232
1492905833,0.03563993523121388
1492992092,0.036755343040238454
1493078894,0.0696690259322034
1493164870,0.0754215143119266
1493251256,0.07519157067073172
1493337610,0.07384082389221558
1493424061,0.07611986166666668
1493510423,0.0805975005882353
1493596936,0.08839725870967742
1493683201,0.09067218816176471
1493769716,0.09786839357142858
1493856137,0.1601482803896104
1493942404,0.18971411676923078
1494028853,0.2126106481034483
1494115345,0.2126106481034483
1494201867,0.2202038855357143
1494288107,0.23266825641509437
1494374441,0.23714264596153847
1494461009,0.24911954727272728
1494547392,0.2107934630769231
1494634194,0.22626454293577983
1494720035,0.256904533125
1494806407,0.23944500174757283
1494893096,0.2596087913684211
1494979298,0.2516615834693878
1495065845,0.2771105076404495
1495152000,0.2971425925301205
1495238642,0.29360518071428576
1495324909,0.3007662826829269
1495411250,0.3161901946153846
1495497668,0.3121877870886076
1495584110,0.3202965607792208
1495670486,0.3202965607792208
1495757044,0.3161901946153846
1495843217,0.32451098921052635
1495929718,0.3332815564864865
1496016245,0.32883780240000005
1496102657,0.3332815564864865
1496188855,0.3425393775
1496275264,0.3523262168571429
1496361644,0.3523262168571429
1496448031,0.3425393775
1496534443,0.3332815564864865
1496620976,0.337847057260274
1496707312,0.3473638757746479
1496793672,0.3574323939130435
1496880494,0.3425393775
1496966755,0.3523262168571429
1497052918,0.3574323939130435
1497139292,0.36810201761194034
1497225756,0.3425393775
1497312026,0.3202965607792208
1497398403,0.3574323939130435
1497485047,0.3523262168571429
1497571286,0.36810201761194034
1497657689,0.3473638757746479
1497744418,0.36810201761194034
1497830422,0.3523262168571429
1497916935,0.38535679968750003
1498003500,0.39147357428571433
1498089639,0.37942823353846156
1498176106,0.36810201761194034
1498262431,0.41801415559322036
1498348841,0.37942823353846156
1498435229,0.37942823353846156
1498521658,0.37367932090909095
1498608926,0.38535679968750003
1498694400,0.37942823353846156
1498780828,0.37367932090909095
1498867464,0.37367932090909095
1498953816,0.36810201761194034
1499040023,0.36810201761194034
1499126501,0.39147357428571433
1499212949,0.39778766419354844
1499299266,0.37942823353846156
1499385701,0.39778766419354844
1499472065,0.37942823353846156
1499558439,0.41104725300000006
1499644845,0.37367932090909095
1499731205,0.32883780240000005
1499817680,0.36810201761194034
1499904042,0.37942823353846156
1499990503,0.37367932090909095
1500076815,0.36810201761194034
1500163247,0.3473638757746479
1500249754,0.38535679968750003
1500336348,0.37942823353846156
1500422409,0.36268875264705885
1500508819,0.39147357428571433
1500595430,0.39147357428571433
1500681821,0.39147357428571433
1500768021,0.404308773442623
1500854471,0.38535679968750003
1500940816,0.41801415559322036
1501027344,0.43268131894736844
1501113777,0.45671917
1501200241,0.46533651283018873
1501286443,0.45671917
1501372872,0.4484151850909091
1501459242,0.4404077710714286
1501545795,0.45671917
1501632167,0.46533651283018873
1501718453,0.46533651283018873
1501804845,0.4404077710714286
1501891320,0.45671917
1501977811,0.45671917
1502064159,0.43268131894736844
1502150404,0.4404077710714286
1502236904,0.47428529192307695
1502323420,0.4835850035294118
1502409719,0.4484151850909091
1502496114,0.4484151850909091
1502582581,0.4835850035294118
1502668936,0.45671917
1502755624,0.41104725300000006
1502841723,0.39147357428571433
1502928041,0.37942823353846156
1503014409,0.41801415559322036
1503100814,0.4484151850909091
1503187398,0.43268131894736844
1503273736,0.4484151850909091
1503360148,0.4404077710714286
1503446409,0.4404077710714286
1503532959,0.47428529192307695
1503619218,0.45671917
1503705632,0.43268131894736844
1503792033,0.4404077710714286
1503878612,0.4404077710714286
1503964984,0.45671917
1504051262,0.4484151850909091
1504137652,0.41801415559322036
1504224134,0.46533651283018873
1504310429,0.43268131894736844
1504396916,0.45671917
1504483269,0.38535679968750003
1504569605,0.45671917
1504656061,0.46533651283018873
1504742515,0.41801415559322036
1504846572,0.41104725300000006
1504915295,0.4835850035294118
1505001794,0.46533651283018873
1505088058,0.46533651283018873
1505174422,0.45671917
1505261178,0.4484151850909091
1505347261,0.4484151850909091
1505433601,0.39778766419354844
1505547423,0.3202965607792208
1505606534,0.45671917
1505693029,0.43268131894736844
1505779249,0.4835850035294118
1505865660,0.46533651283018873
1505952088,0.47428529192307695
1506038451,0.45671917
1506124978,0.4932567036
1506211254,0.46533651283018873
1506297650,0.45671917
1506384122,0.46533651283018873
1506470547,0.4835850035294118
1506557232,0.45671917
1506643226,0.45671917
1506729944,0.4484151850909091
1506816040,0.45671917
1506902459,0.4252212962068966
1506988867,0.4404077710714286
1507075231,0.46533651283018873
1507161634,0.47428529192307695
1507248152,0.41104725300000006
1507338198,0.4404077710714286
1507421149,0.43268131894736844
1507507318,0.4484151850909091
1507593983,0.4484151850909091
1507680065,0.41801415559322036
1507766580,0.46533651283018873
1507852836,0.4252212962068966
1507939620,0.4484151850909091
1508026145,0.43268131894736844
1508112338,0.4484151850909091
1508198874,0.45671917
